全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,POIコード,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,画像,画像_ライセンス,URL,備考,
170003,,JJ0000000030,石川県,道の駅　高松,ミチノエキ　タカマツ,michinoeki　takamatsu,,172090,,石川県かほく市二ツ屋フ16-3,石川県,かほく市,二ツ屋フ,16-3,,36.786305,136.724686,,,,■営業時間・上下線　　９：００から１８：００,,,,,のと里山海道の高松ICと米出ICの中間にあり、売店には近隣の特産物やスイーツが充実しています。ドライブ中のひと休みにどうぞ。また、日本海の夕日が一望でき、水平線に沈む夕日がロマンチックです。ここだけのオリジナルメニューとともに、特別な時間をお過ごしください。一般道からもご利用頂けますので、県立看護大ICを目印にお越しください。,,"北陸自動車道金沢西ICからのと里山海道を七尾方面へ25分JR七尾線高松駅から車で約7分,かほく市福祉巡回バス",【里山館】[のと里山海道側]身障者 2台　小型 106台　大型 9台　[一般道路側]身障者 2台　小型 92台【里海館】[のと里山海道側]身障者 1台　小型 97台　大型 8台　[一般道路側]小型 6台,,,,,,,,,,,,,,,,,,,076-281-2221,,,,,,,,http://tak-rest.com/,,
170003,,JJ0000000031,石川県,道の駅　内灘サンセットパーク,ミチノエキ　ウチナダサンセットパーク,michinoeki　uchinadasansettopaku,,173657,,石川県河北郡内灘町大学1丁目4-1,石川県,内灘町,石川県河北郡内灘町大学,1丁目4-1,,36.659151,136.648919,,,,駐車場・トイレ　24時間開放,,,,,内灘町の高台に位置する道の駅「内灘サンセットパーク」は、日本海と河北潟にはさまれ、白山から立山まで見渡せる絶好のロケーション。サンセットブリッジ内灘のライトアップも間近で見ることができ、デートスポットとしても人気を集めています。地元内灘町や石川県内各地の美味しいものがギュッと詰まったお土産コーナー「OTAKARA MARKET」であなただけのお気に入りを発掘するのはいかがでしょう？飲食コーナーでは、色とりどりの目にも鮮やかなスイーツや野菜たっぷりのフードが堪能できます！新しくなった道の駅内灘サンセットパーク、是非お越しください！,,"ＪＲ金沢駅より約20分、北陸自動車道金沢東ＩＣより約20分,北陸鉄道浅野川線内灘駅より北陸鉄道バス医大病院ゆき約10分→金沢医科大学病院前下車→徒歩すぐ内灘町コミュニティバス全町ルート約25分→内灘サンセットパーク下車すぐ",有り,,,,,,,,,,,,,,,,,,,--,,,,,,,,https://u-sp.jp,,
170003,,JJ0000000032,石川県,道の駅　こまつ木場潟※当面の間、営業時間変更,ミチノエキ　コマツキバガタ,michinoeki　komatsukibagata,,172031,,石川県小松市蓮代寺町ケ2-2,石川県,小松市,蓮代寺町ケ,2-2,,36.3697242,136.4626293,,,,※当面の間、時短営業直売所「旬菜市場じのもんや」　8時30分～18時00分（季節変動あり）レストラン「味処 四季彩」　10時～16時30分(L.O.16時00分),,,,,国道8号バイパス蓮代寺ICのすぐそばにあり、アクセスも良好です。「おいしさとやすらぎが出会う駅」として小松市のさまざまな情報を発信する施設となっています。　農家レストラン「味処四季彩」では、炊きたての小松市産米「蛍米」など地元食材をふんだんに使用したメニューや、松尾芭蕉も愛したという「小松うどん」などの小松の味を提供しています。直売所「旬彩市場じのもんや」では、採れたて新鮮な地元産農産物や、加工品なども盛りだくさん。小松市産のトマトをふんだんに使い、水を一切使用せずトマトの水分だけで仕上げた「トマトカレー」はお薦めの一品です。すぐ近くには、白山の眺望が良く、市民の憩いの場として知られる木場潟公園があり、散策やサイクリングを楽しむ事ができます。,,"北陸自動車道小松ICより20分(約15Km)JR北陸本線小松駅より車20分(約10Km)JR北陸本線粟津駅より車10分(約5Km)小松空港より車20分(約15Km),",,,,,,,,,,,,,,,,,,,,0761-25-1188,,,,,,,,http://www.michinoeki-kibagata.com/,,
170003,,JJ0000000033,石川県,道の駅　瀬女,ミチノエキ　セナ,michinoeki　sena,,172103,,石川県白山市瀬戸寅163-1,石川県,白山市,瀬戸寅,163-1,,36.288121,136.649387,,,,道の駅 瀬女9時00分～17時30分（11月下旬～3月中旬は17時00分まで）,,,,,　国道157号と360号の合流点に位置し、岐阜県と福井県につながる要所です。周囲を1000メートル級の山々に囲まれ、新緑、紅葉、雪景色など、四季折々の風景が楽しめます。　　店内は、白山麓の地産食品や民芸品を数多く取りそろえており、人気の休憩所となっています。　パン工房を併設していて焼きたてのパンを販売しています。　広々ドッグランもあります。,,"北陸自動車道白山ICから国道157号で尾口へ約40分,",普通車20台、大型車4台,,,,,,,,,,,,,,,,,,,076-256-7172,,,,,,,,http://city-hakusan.com/shopping/road_station_sena/,,
170003,,JJ0000000034,石川県,浅井畷古戦場,アサイナワテコセンジョウ,asainawatekosenjo,,172031,,石川県小松市大領町つ137・138番地,石川県,小松市,大領町つ,137・138番地,,36.3826982,136.4511038,,,,,,,,,1600（慶長5）年8月9日、関ヶ原合戦の前哨戦として、金沢城主・前田利長の軍勢（東軍方）と小松城主・丹羽長重（西軍方）の軍勢が戦った古戦場です。この浅井畷の戦功によって、前田家は加越能3か国の領有を確実にしました。戦いでは前田軍の最後尾にいた長連龍の部下9人が戦死したと伝えられており、古戦場には9基の石塔が建てられています。墓塔の形をとっていますが、埋葬を伴うものではなく、戦いの後、一定期間を経て建立された供養塔ともいうべきものです。万治3（1660）年に建てられた堀内一秀塔が最も古いものです。,,"小松駅から車で20分国道305号線経由約10分(約3Km),",なし,,,,,,,,,,,,,,,,,,小松市文化振興課,0761-24-8130,,,,,,,,https://www.city.komatsu.lg.jp/material/files/group/13/pref006asainawatekosennj.pdf,,
170003,,JJ0000000035,石川県,浅蔵五十吉深香陶窯,アサクライソキチシンコウトウヨウ,asakuraisokichishinkotoyo,,172031,,石川県小松市八幡九谷ヶ丘己50-1,石川県,小松市,八幡九谷ヶ丘己,50-1,,36.399928,136.490049,,,,,,,,,三代・浅蔵五十吉さん（日展評議員）は九谷焼の五彩釉を現代的に彩色し、彫刻の技法を用いて表現するなど、伝統の技術を生かしながら、常に新しい試みをしています。 日本芸術院会員・文化功労者・文化勲章受章者の二代五十吉の志を受け継ぐ深香陶窯では、洗練された造形、独創的な上絵で現代九谷をリードし、九谷焼の可能性を追求し続けています。四代目を継ぐ娘さん夫妻も深香陶窯で作陶に取り組んでおり、作品の展示・即売も可能です。作陶作業の流れのほか、二代、三代五十吉さんの大作などが並ぶ展示室を見学できます。,,"北陸自動車道小松ICから車で20分JR小松駅から車で10分,",乗用車用あり（大型バスは要相談）,,,,,,,,,,,,,,,,,,,0761-47-0051,,,,,,,,,,
170003,,JJ0000000036,石川県,「文学の故郷」碑（馬場小学校内）,「ブンガクノコキョウ」ヒ（ババショウガッコウナイ）,「bungakunokokyo」hi（babashogakkonai）,,172014,,石川県金沢市東山3-9-30　馬場小学校内,石川県,金沢市,東山,3-9-30　馬場小学校内,,36.574744,136.665618,,,,,,,,,　馬場小学校の前庭にあります。同小学校の卒業生である徳田秋声、泉鏡花、尾山篤二郎の作品から、郷土にちなんだ一節が刻まれています。,,"金沢駅から約10分(約3Km)北陸自動車道金沢東ICから約15分(約4Km),金沢駅から約15分「東山」バス停から徒歩2分",無し,,,,,,,,,,,,,,,,,,金沢市観光政策課,076-220-2194,,,,,,,,,,
170003,,JJ0000000037,石川県,あえの風,アエノカゼ,aenokaze,,172022,,石川県七尾市和倉町和歌崎8-1,石川県,七尾市,和倉町和歌崎,8-1,,37.088582,136.91974,,,,In 15:00 Out 10:00,,,"2名様一室 お一人様 29,850円より　※詳しくは直接お問い合わせ下さい。",,　全室七尾湾に面し、能登島を望むオーシャンビューが楽しめる温泉旅館。個室茶寮でショー（30分間）を見ながらの夕食、豊富な宿泊プラン、充実した施設のあえの風は加賀・能登の観光の拠点に最適です。季節感溢れるさわやかなおもてなしでお楽しみいただけます。,,"能越自動車道和倉ＩＣより車で約10分,JR和倉温泉駅よりマイクロバスで約10分（要予約）",乗用車 300台,,,,,,,,,,,,,,,,,,0767-62-2111（予約）,0767-62-3333,,,,,,,,https://www.aenokaze.jp,,
170003,,JJ0000000038,石川県,赤倉神社,アカクラジンジャ,akakurajinja,,172022,,石川県七尾市三引町13部75番地,石川県,七尾市,三引町,13部75番地,,37.052523,136.875122,,,,,,,,,　平安時代の末期まで、赤蔵山一本宮寺という修行僧の道場でした。120を数える小さな宿坊があったと伝えられています。また、藩政期には加賀藩家老、長家の手厚い保護の下「赤蔵大権現」として隆盛を誇りましたが、明治時代の神仏分離により、かつての社僧坊は取り壊され、現在は、怡岩院・栄春院・天神堂・釣鐘堂等が残されているのみです。神様と仏様を一緒に信仰してきた、神仏習合時代の面影が感じ取れます。 ,,"のと鉄道田鶴浜駅から車で10分,",20台,,,,,,,,,,,,,,,,,,七尾市文化課,0767-53-8437,,,,,,,,,,
170003,,JJ0000000039,石川県,赤蔵山憩いの森,アカクラヤマイコイノモリ,akakurayamaikoinomori,,172022,,石川県七尾市三引町,石川県,七尾市,三引町,,,37.051324,136.875376,,,,,,,無料,,　赤蔵山憩いの森は、起源が奈良時代までさかのぼる赤倉神社の境内を中心に、歴史遊歩道（起終点・経路:田鶴浜町・田鶴浜駅～東嶺寺～悦叟寺～赤蔵山登山口～拝殿～御手洗池～本殿～広葉樹の森展望台）をはじめ、展望台や芝生広場等を配した公園です。ここは、環境庁が全国名水百選の1つに選定した「御手洗池」があります。御手洗池の水は、聖武天皇の東宮（皇太子）が目の治療に重宝していたと伝えられています。現在は、訪れる人たちの喉を潤しています。,,"のと鉄道田鶴浜駅からタクシーで5分のと里山海道徳田大津ICより車で約15分			,",20台,,,,,,,,,,,,,,,,,,七尾市交流推進課,0767-53-8424 ,,,,,,,,,,
170003,,JJ0000000040,石川県,赤崎いちご園,アカサキイチゴエン,akasakiichigoen,,174637,,石川県鳳珠郡能登町布浦,石川県,能登町,石川県鳳珠郡能登町布浦,,,37.3567149,137.26545,,,,4月中旬～6月初旬※天候等により期間が前後する場合があります。,,,"中学生以上1,500円、小学生1,000円、幼児500円（クレジットカード不可）お土産：1パック800円",,石川県でいちご狩りと言えば「赤崎のいちご」と言われるほど、名が知られているスポットです。5月中旬に最盛期を迎える赤崎いちご園では真っ赤に完熟したいちごを摘み取りして楽しめます。お土産はお友達に美味しさと楽しさのお裾分けに喜ばれます。いちごの香りいっぱいのいちご園で初夏の旬を味わってみましょう！リピーターになること間違いなしです。一部ハウスでは4月中旬から摘み取りが可能です。,,"金沢駅から「のと里山街道」経由　車で約２時間のと里山海道能登空港ICより車で約45分輪島市街地から車で約１時間,",約50台、各農園に数台,,,,,,,,,,,,,,,,,,予約は各園へ,--,,,,,,,,https://notocho.jp/experience/1215/,,
170003,,JJ0000000041,石川県,赤崎海岸,アカサキカイガン,akasakikaigan,,174637,,石川県鳳珠郡能登町布浦,石川県,能登町,石川県鳳珠郡能登町布浦,,,37.35606,137.266921,,,,,,,,,　赤崎海岸は、青い波と対照的な赤茶色の岩礁を散りばめたような海岸です。これは溶結凝灰岩が長い年月にわたって内海のおだやかな波に浸食され、水面すれすれの岩盤地帯に姿を変えたものです。海中公園にも指定されており、赤い海岸線と青い海は、四季折々に素晴らしいコントラストをなし、訪れる人たちの心をとらえて離しません。　海岸段丘を形成する丘には、観光イチゴ園「赤崎いちご園」があり、4月下旬から6月中旬までイチゴ狩りが楽しめます。平島には長さ260メートルの釣り桟橋が架けられ、年中磯釣りが楽しめます。磯伝いに赤崎遊歩道が整備されており、散策も楽しめます。,,"のと里山海道能登空港ICより車で50分,",20台分あり,,,,,,,,,,,,,,,,,,能登町ふるさと振興課,0768-62-8526,,,,,,,,https://notocho.jp/experience/1284/,,
